chr1	N117	0.15782321989536285
chr1	N118	0.2150188386440277
chr1	N119	0.06594587117433548
chr1	N11	0.1434476375579834
chr1	N191	0.15409699082374573
chr1	N192	0.37896108627319336
chr1	N220	0.09603969007730484
chr1	N238	0.057233378291130066
chr1	N272	0.13292957842350006
chr1	N273	0.19837887585163116
chr1	N274	0.1260472536087036
chr1	N275	0.07486782222986221
chr1	N276	0.10862408578395844
chr1	N299	0.14529968798160553
chr1	N346	0.15935374796390533
chr1	N347	0.1363164633512497
chr1	N348	0.072580985724926
chr1	N349	0.13407255709171295
chr1	N34	0.16150788962841034
chr1	N350	0.17830565571784973
chr1	N351	0.15177756547927856
chr1	N716	0.14934290945529938
chr1	N717	0.18050631880760193
chr1	N718	0.16383007168769836
chr1	N719	0.14784647524356842
chr1	N720	0.06484241783618927
chr1	N721	0.0662708654999733
chr1	N722	0.18296077847480774
chr1	N83	0.24233980476856232
chr1	N93	0.06388003379106522
