chr1	N117	0.15782321989536285
chr1	N118	0.2150188386440277
chr1	N119	0.06594587117433548
chr1	N11	0.1434476375579834
chr1	N191	0.15409699082374573
chr1	N192	0.37896108627319336
chr1	N220	0.09603969007730484
chr1	N238	0.057233378291130066
chr1	N272	0.13292957842350006
chr1	N273	0.19837887585163116
chr1	N274	0.1260472536087036
chr1	N275	0.07486782222986221
chr1	N276	0.10862408578395844
chr1	N299	0.14529968798160553
chr1	N346	0.15935374796390533
chr1	N347	0.1363164633512497
chr1	N348	0.072580985724926
chr1	N349	0.13407255709171295
chr1	N34	0.16150788962841034
chr1	N350	0.17830565571784973
chr1	N351	0.15177756547927856
chr1	N716	0.14934290945529938
chr1	N717	0.18050631880760193
chr1	N718	0.16383007168769836
chr1	N719	0.14784647524356842
chr1	N720	0.06484241783618927
chr1	N721	0.0662708654999733
chr1	N722	0.18296077847480774
chr1	N83	0.24233980476856232
chr1	N93	0.06388003379106522
chr2	N117	0.09565392881631851
chr2	N118	0.17269864678382874
chr2	N119	0.09192946553230286
chr2	N11	0.18448755145072937
chr2	N191	0.12536078691482544
chr2	N192	0.08148128539323807
chr2	N220	0.2975572645664215
chr2	N238	0.10339266806840897
chr2	N272	0.15463098883628845
chr2	N273	0.29165738821029663
chr2	N274	0.12771008908748627
chr2	N275	0.13794469833374023
chr2	N276	0.12497568875551224
chr2	N299	0.09700983762741089
chr2	N346	0.268549382686615
chr2	N347	0.2412136048078537
chr2	N348	0.1718997210264206
chr2	N349	0.16114674508571625
chr2	N34	0.3597905933856964
chr2	N350	0.1058194562792778
chr2	N351	0.14276623725891113
chr2	N716	0.21786658465862274
chr2	N717	0.1693393588066101
chr2	N718	0.16163812577724457
chr2	N719	0.17096728086471558
chr2	N720	0.07967550307512283
chr2	N721	0.13328950107097626
chr2	N722	0.257269948720932
chr2	N83	0.15892088413238525
chr2	N93	0.1040884479880333
chr3	N117	0.1472887545824051
chr3	N118	0.2114269882440567
chr3	N119	0.20624102652072906
chr3	N11	0.21343056857585907
chr3	N191	0.14016738533973694
chr3	N192	0.28686854243278503
chr3	N220	0.24876905977725983
chr3	N238	0.0676736906170845
chr3	N272	0.27152490615844727
chr3	N273	0.23925070464611053
chr3	N274	0.16534040868282318
chr3	N275	0.24686120450496674
chr3	N276	0.16409191489219666
chr3	N299	0.2031370848417282
chr3	N346	0.19909913837909698
chr3	N347	0.18322552740573883
chr3	N348	0.1686936318874359
chr3	N349	0.22502820193767548
chr3	N34	0.22990871965885162
chr3	N350	0.06326345354318619
chr3	N351	0.20988807082176208
chr3	N716	0.2199033498764038
chr3	N717	0.14153172075748444
chr3	N718	0.2359638512134552
chr3	N719	0.20327046513557434
chr3	N720	0.1233804002404213
chr3	N721	0.20998430252075195
chr3	N722	0.2295321226119995
chr3	N83	0.20216010510921478
chr3	N93	0.19481569528579712
chr4	N117	0.15105020999908447
chr4	N118	0.1589464247226715
chr4	N119	0.4754771590232849
chr4	N11	0.2323356419801712
chr4	N191	0.10335677862167358
chr4	N192	0.11774244904518127
chr4	N220	0.2691664397716522
chr4	N238	0.3025227189064026
chr4	N272	0.27035048604011536
chr4	N273	0.28441208600997925
chr4	N274	0.1856009066104889
chr4	N275	0.20535659790039062
chr4	N276	0.139651820063591
chr4	N299	0.1738065779209137
chr4	N346	0.1712775081396103
chr4	N347	0.2944483757019043
chr4	N348	0.22963707149028778
chr4	N349	0.1837286800146103
chr4	N34	0.2145005464553833
chr4	N350	0.5209256410598755
chr4	N351	0.21892240643501282
chr4	N716	0.24015820026397705
chr4	N717	0.23792237043380737
chr4	N718	0.18386392295360565
chr4	N719	0.22717002034187317
chr4	N720	0.40067794919013977
chr4	N721	0.4745491147041321
chr4	N722	0.3112081289291382
chr4	N83	0.27970364689826965
chr4	N93	0.4662281572818756
chr5	N117	0.27388936281204224
chr5	N118	0.285124272108078
chr5	N119	0.33696529269218445
chr5	N11	0.25722891092300415
chr5	N191	0.4211769998073578
chr5	N192	0.29127612709999084
chr5	N220	0.31987252831459045
chr5	N238	0.28634437918663025
chr5	N272	0.35841894149780273
chr5	N273	0.3319827616214752
chr5	N274	0.3518333435058594
chr5	N275	0.33994975686073303
chr5	N276	0.35389119386672974
chr5	N299	0.23238202929496765
chr5	N346	0.2453063726425171
chr5	N347	0.28762194514274597
chr5	N348	0.2759753465652466
chr5	N349	0.2315032035112381
chr5	N34	0.31057628989219666
chr5	N350	0.35912492871284485
chr5	N351	0.3496914505958557
chr5	N716	0.3250821828842163
chr5	N717	0.2989180088043213
chr5	N718	0.343427836894989
chr5	N719	0.30840665102005005
chr5	N720	0.3796253502368927
chr5	N721	0.2592327892780304
chr5	N722	0.31293734908103943
chr5	N83	0.3018883466720581
chr5	N93	0.2676602303981781
chrZ	N117	0.2711094915866852
chrZ	N118	0.32996419072151184
chrZ	N119	0.35777977108955383
chrZ	N11	0.27500298619270325
chrZ	N191	0.3602488934993744
chrZ	N192	0.34204745292663574
chrZ	N220	0.38697028160095215
chrZ	N238	0.3274141848087311
chrZ	N272	0.24885042011737823
chrZ	N273	0.2751621603965759
chrZ	N274	0.40275683999061584
chrZ	N275	0.3372846841812134
chrZ	N276	0.4865366518497467
chrZ	N299	0.35748785734176636
chrZ	N346	0.24205639958381653
chrZ	N347	0.21002231538295746
chrZ	N348	0.34684139490127563
chrZ	N349	0.3211922347545624
chrZ	N34	0.24400337040424347
chrZ	N350	0.4805265963077545
chrZ	N351	0.2543427348136902
chrZ	N716	0.5342276096343994
chrZ	N717	0.2840031087398529
chrZ	N718	0.3203446865081787
chrZ	N719	0.2848600447177887
chrZ	N720	0.2720191776752472
chrZ	N721	0.2794284224510193
chrZ	N722	0.39787861704826355
chrZ	N83	0.2670995593070984
chrZ	N93	0.38172098994255066
