N117	0.2251252382993698
N118	0.19421671330928802
N119	0.2150348722934723
N11	0.2047056406736374
N191	0.2209150642156601
N192	0.2756396234035492
N220	0.22140035033226013
N238	0.17210648953914642
N272	0.18046315014362335
N273	0.06808974593877792
N274	0.26165997982025146
N275	0.19945164024829865
N276	0.22556711733341217
N299	0.21217484772205353
N346	0.19882424175739288
N347	0.1803947240114212
N348	0.16284675896167755
N349	0.20451316237449646
N34	0.21516546607017517
N350	0.15559086203575134
N351	0.1849791556596756
N716	0.19114412367343903
N717	0.17526672780513763
N718	0.19663071632385254
N719	0.2237352579832077
N720	0.2494337558746338
N721	0.21487119793891907
N722	0.24353277683258057
N83	0.17629170417785645
N93	0.2390047162771225
