N117	0.2790452837944031
N118	0.2171349674463272
N119	0.22805216908454895
N11	0.21331849694252014
N191	0.26432353258132935
N192	0.29836735129356384
N220	0.27515536546707153
N238	0.170481339097023
N272	0.27142059803009033
N273	0.2394317239522934
N274	0.27992019057273865
N275	0.20976431667804718
N276	0.2413879930973053
N299	0.23007513582706451
N346	0.19916318356990814
N347	0.18331317603588104
N348	0.1677301526069641
N349	0.22479017078876495
N34	0.22978411614894867
N350	0.17540743947029114
N351	0.2099078744649887
N716	0.2195298671722412
N717	0.14171621203422546
N718	0.2361106276512146
N719	0.203294575214386
N720	0.2827335298061371
N721	0.22775234282016754
N722	0.2299765944480896
N83	0.20215930044651031
N93	0.26029160618782043
